Date,Nicosia - Traffic Station,Limassol - Traffic Station,Larnaka - Traffic Station,Paralimni - Traffic Station,Zygi - Industrial Station,EMEP - Agia Marina Xyliatou - Background Station,Pafos - Traffic Station
05/05/2022,43.1,37.6,N/A,42.9,N/A,38.4,39.2
06/05/2022,17.9,19.9,N/A,16.3,13.8,13.4,24.4
07/05/2022,14.2,N/A,15.6,15.4,12.2,10.3,22.2
08/05/2022,12.7,9.8,13.4,13.7,17.6,7.2,14.8
09/05/2022,19.1,16.6,16.1,16.5,13.3,11.3,N/A
10/05/2022,16.7,23.1,17.0,17.7,23.0,9.5,16.9
11/05/2022,30.4,24.8,32.0,29.3,21.3,19.7,26.4
12/05/2022,30.7,32.8,31.1,30.9,25.3,N/A,27.5
13/05/2022,33.9,38.8,30.8,32.3,N/A,N/A,32.7
14/05/2022,38.9,51.7,42.2,33.4,23.4,N/A,34.3
15/05/2022,28.4,33.3,30.8,33.9,N/A,N/A,24.6
16/05/2022,29.1,35.9,30.6,31.5,27.4,N/A,32.2
17/05/2022,37.2,34.1,33.7,33.3,23.3,25.5,30.1
18/05/2022,30.4,32.3,31.6,31.8,28.8,22.5,29.9
19/05/2022,31.1,34.8,34.2,33.0,23.3,20.2,20.4
20/05/2022,30.3,31.8,27.4,19.5,18.6,19.2,25.5
21/05/2022,32.8,33.8,25.0,19.4,21.5,14.4,23.2
22/05/2022,32.3,24.6,39.8,37.6,21.6,18.8,23.7
23/05/2022,28.5,31.2,29.7,28.7,N/A,13.4,25.3
24/05/2022,32.3,30.0,33.1,32.6,21.9,19.7,31.7
25/05/2022,31.5,28.6,29.4,32.3,N/A,16.6,27.8
26/05/2022,32.9,30.0,30.5,27.8,25.5,18.7,25.7
27/05/2022,34.6,35.7,32.6,32.0,N/A,23.9,31.9
28/05/2022,30.0,35.7,33.8,31.4,27.7,22.1,30.4
29/05/2022,30.4,34.5,32.6,32.0,24.2,23.4,34.4
30/05/2022,41.2,N/A,38.5,45.0,N/A,27.9,40.1
31/05/2022,40.4,44.5,47.0,42.6,N/A,32.2,34.5
01/06/2022,45.4,35.4,40.6,40.1,22.5,33.2,33.9
02/06/2022,41.1,31.5,39.1,38.0,22.8,29.9,31.0
03/06/2022,34.6,29.6,36.6,35.2,22.5,27.6,29.3
04/06/2022,35.0,33.1,38.0,38.0,25.7,29.2,35.1
05/06/2022,33.2,34.1,38.8,39.4,24.7,28.8,34.1
06/06/2022,41.4,35.9,41.4,44.9,25.3,31.0,39.3
07/06/2022,39.1,38.5,38.0,39.6,22.5,28.6,37.9
08/06/2022,45.0,33.0,36.0,36.3,23.2,31.6,37.0
09/06/2022,35.7,33.0,31.7,33.8,21.0,27.6,29.1
10/06/2022,29.0,29.2,29.5,26.6,19.7,18.3,20.5
11/06/2022,29.7,24.8,21.4,22.0,15.9,23.4,29.5
12/06/2022,29.0,29.6,31.2,31.1,23.9,19.7,26.4
13/06/2022,27.5,23.6,26.0,28.0,N/A,20.9,24.9
14/06/2022,28.8,25.8,20.8,27.3,N/A,N/A,28.2
15/06/2022,32.6,32.6,30.0,32.4,26.7,N/A,26.7
16/06/2022,25.4,29.1,21.3,23.0,N/A,14.4,21.8
17/06/2022,27.2,31.1,23.2,28.6,22.4,14.8,29.7
18/06/2022,27.3,29.3,21.6,23.5,N/A,19.5,31.3
19/06/2022,32.0,27.4,35.5,N/A,N/A,26.0,32.4
20/06/2022,33.3,39.6,34.3,N/A,N/A,26.3,29.8
21/06/2022,39.0,38.6,40.9,N/A,N/A,24.7,27.3
22/06/2022,29.5,29.8,32.1,36.5,N/A,15.5,35.7
23/06/2022,29.4,35.3,33.2,33.6,N/A,18.3,31.8
24/06/2022,42.0,43.3,42.3,40.6,N/A,27.1,36.6
25/06/2022,16.8,27.2,20.2,20.2,16.6,10.2,24.0
26/06/2022,15.0,22.9,19.2,19.7,16.7,11.9,23.4
27/06/2022,21.7,24.8,22.1,21.6,20.1,12.1,32.3
28/06/2022,21.4,25.2,23.7,25.2,24.6,12.0,18.6
29/06/2022,20.5,22.3,21.2,20.6,18.3,10.2,18.7
30/06/2022,17.0,25.5,23.0,23.9,26.3,9.7,21.1
01/07/2022,22.0,29.5,28.8,29.8,22.7,15.3,22.1
02/07/2022,21.8,29.2,31.2,28.3,22.9,15.3,26.8
03/07/2022,23.9,26.3,28.6,28.6,22.0,18.6,28.0
04/07/2022,30.3,N/A,32.9,28.1,22.6,15.9,24.4
05/07/2022,22.7,N/A,30.6,31.2,25.0,11.1,27.5
06/07/2022,31.0,32.7,41.2,N/A,25.9,13.3,31.5
07/07/2022,N/A,38.3,44.7,N/A,29.9,19.6,33.6
08/07/2022,38.3,40.0,43.7,N/A,N/A,19.5,32.3
09/07/2022,36.8,41.0,44.0,N/A,N/A,21.7,34.1
10/07/2022,29.2,30.0,40.1,N/A,N/A,16.8,26.4
11/07/2022,27.5,27.8,29.7,N/A,N/A,12.3,34.6
12/07/2022,26.3,32.8,33.6,N/A,N/A,15.3,29.2
13/07/2022,25.8,29.1,28.7,31.0,N/A,12.7,28.9
14/07/2022,28.0,36.2,34.7,N/A,N/A,13.2,34.6
15/07/2022,27.9,37.6,32.9,N/A,N/A,12.7,35.1
16/07/2022,25.2,26.3,33.7,N/A,N/A,13.5,29.8
17/07/2022,22.0,29.8,32.8,N/A,N/A,13.2,29.2
18/07/2022,27.9,33.2,34.6,31.5,N/A,16.9,27.8
19/07/2022,33.8,32.7,34.2,33.0,N/A,18.0,31.4
20/07/2022,N/A,36.8,36.6,35.1,N/A,18.6,27.7
21/07/2022,31.6,33.3,28.1,30.5,N/A,13.9,N/A
22/07/2022,27.0,29.7,30.8,31.1,22.7,13.2,26.4
23/07/2022,24.4,28.4,25.5,27.1,21.8,15.0,21.1
24/07/2022,20.4,25.0,27.5,24.8,20.7,14.4,25.4
25/07/2022,24.8,26.6,24.5,23.0,16.4,12.9,25.1
26/07/2022,27.5,27.4,24.4,29.3,18.9,11.9,21.4
27/07/2022,25.0,27.9,25.9,25.0,17.6,12.8,21.0
28/07/2022,29.0,34.1,29.6,28.5,25.2,14.9,29.4
29/07/2022,40.3,37.4,41.8,41.0,N/A,23.4,30.8
30/07/2022,35.3,34.5,40.4,40.4,N/A,20.2,37.1
31/07/2022,36.6,34.0,40.1,N/A,N/A,18.9,36.2
01/08/2022,41.7,40.8,43.7,47.7,N/A,21.7,37.7
02/08/2022,38.0,32.3,38.2,41.8,N/A,17.3,35.6
03/08/2022,39.8,36.5,42.0,47.9,N/A,21.3,43.7
04/08/2022,40.7,32.3,40.6,47.2,N/A,22.4,30.6
05/08/2022,35.8,32.8,32.5,37.8,N/A,21.9,35.3
06/08/2022,36.5,36.4,41.0,44.1,N/A,21.9,33.4
07/08/2022,32.3,23.9,33.7,39.1,N/A,N/A,25.4
08/08/2022,27.5,26.9,26.2,32.4,N/A,14.0,28.8
09/08/2022,32.2,28.4,37.4,43.3,N/A,N/A,31.0
10/08/2022,34.2,30.0,34.5,39.8,N/A,N/A,33.3
11/08/2022,35.9,31.9,36.5,47.3,N/A,16.5,N/A
12/08/2022,27.2,27.7,32.8,33.9,N/A,13.4,29.2
13/08/2022,30.9,29.0,31.5,37.5,N/A,16.4,30.8
14/08/2022,32.9,32.0,37.1,44.4,N/A,17.9,36.1
15/08/2022,26.8,25.3,27.3,34.3,N/A,17.1,24.6
16/08/2022,19.7,23.3,19.5,31.1,N/A,11.8,18.0
17/08/2022,19.7,23.0,16.2,24.8,N/A,12.7,17.9
18/08/2022,26.4,27.4,25.6,31.0,N/A,16.1,25.0
19/08/2022,35.4,31.0,30.4,N/A,N/A,18.2,28.4
20/08/2022,41.2,34.1,36.2,N/A,N/A,20.3,33.7
21/08/2022,39.7,31.4,35.6,N/A,N/A,21.4,31.4
22/08/2022,34.2,33.4,38.2,N/A,N/A,16.2,N/A
23/08/2022,28.4,27.8,28.8,N/A,N/A,13.2,20.6
24/08/2022,25.8,27.0,23.9,29.0,N/A,11.2,22.7
25/08/2022,19.1,23.0,14.6,24.6,N/A,9.1,13.3
26/08/2022,13.7,17.0,10.7,17.0,N/A,5.4,10.2
27/08/2022,16.6,17.7,14.0,18.6,N/A,9.9,15.8
28/08/2022,16.8,19.6,14.7,21.9,N/A,14.6,19.8
29/08/2022,25.4,26.9,20.9,26.1,N/A,11.8,24.4
30/08/2022,32.4,32.3,30.4,30.0,N/A,18.9,35.9
31/08/2022,39.8,35.0,35.3,39.3,N/A,23.8,43.2
01/09/2022,41.3,39.5,43.1,47.4,N/A,22.8,39.5
02/09/2022,40.5,40.3,45.2,45.8,N/A,25.2,36.4
03/09/2022,34.7,35.8,39.9,42.1,N/A,23.0,31.3
04/09/2022,31.7,29.3,36.5,39.9,N/A,15.6,30.1
05/09/2022,44.6,39.4,44.2,46.5,N/A,23.9,42.1
06/09/2022,47.1,41.7,50.0,51.6,N/A,25.8,41.0
07/09/2022,33.0,34.1,41.6,39.4,N/A,N/A,35.9
08/09/2022,34.8,26.5,35.1,33.1,N/A,N/A,25.4
09/09/2022,29.0,30.4,32.3,31.5,N/A,13.8,24.1
10/09/2022,31.0,27.6,28.7,28.2,N/A,17.0,24.0
11/09/2022,30.7,27.5,34.1,35.0,N/A,20.1,30.0
12/09/2022,43.2,46.8,49.0,52.7,N/A,31.5,41.5
13/09/2022,46.7,38.8,51.0,61.8,N/A,27.1,33.7
14/09/2022,30.8,25.4,31.4,32.4,N/A,16.1,30.0
15/09/2022,28.6,31.5,30.2,34.5,N/A,18.5,34.9
16/09/2022,29.0,31.3,28.8,33.6,N/A,19.1,28.3
17/09/2022,31.9,29.2,35.5,37.2,N/A,21.1,28.5
18/09/2022,25.3,28.1,29.4,32.4,N/A,19.6,26.5
19/09/2022,21.5,30.8,23.5,26.3,N/A,17.8,24.1
20/09/2022,32.3,25.7,32.0,33.3,N/A,20.9,27.9
21/09/2022,32.4,29.5,38.1,44.1,N/A,18.3,29.8
22/09/2022,34.9,31.4,40.8,38.8,N/A,20.0,27.6
23/09/2022,22.8,N/A,30.7,27.4,N/A,16.7,24.0
24/09/2022,17.0,22.2,28.7,23.6,N/A,11.8,19.8
25/09/2022,N/A,19.9,26.1,23.3,N/A,14.5,17.4
26/09/2022,N/A,29.5,24.5,28.9,N/A,12.2,21.2
27/09/2022,N/A,29.6,22.9,25.1,N/A,22.8,19.0
28/09/2022,N/A,37.3,35.9,34.3,N/A,24.0,20.1
29/09/2022,32.3,39.6,34.5,32.8,N/A,21.5,27.3
30/09/2022,39.9,44.8,41.5,36.5,N/A,38.3,38.7
01/10/2022,45.7,47.8,47.1,48.7,N/A,46.7,36.7
02/10/2022,51.3,46.8,59.2,53.0,N/A,47.6,52.4
03/10/2022,64.4,53.4,59.6,55.9,N/A,52.3,47.8
04/10/2022,49.6,50.5,46.0,48.5,N/A,36.5,48.5
05/10/2022,44.6,42.7,46.4,47.8,N/A,32.0,33.0
06/10/2022,27.7,26.1,29.8,32.8,N/A,17.6,29.2
07/10/2022,28.3,25.2,31.1,31.4,N/A,16.7,29.6
08/10/2022,27.7,23.4,31.2,31.6,N/A,16.2,21.8
09/10/2022,24.5,19.5,24.5,24.6,N/A,18.6,18.8
10/10/2022,29.9,23.8,23.4,24.4,N/A,13.2,21.5
11/10/2022,27.9,24.3,24.8,25.6,N/A,13.7,17.9
12/10/2022,32.3,26.3,27.0,25.9,N/A,16.5,28.2
13/10/2022,36.7,31.8,30.9,30.8,N/A,21.6,32.3
14/10/2022,45.5,34.3,39.8,39.9,N/A,23.9,39.6
15/10/2022,40.2,27.0,36.8,34.4,N/A,N/A,31.2
16/10/2022,25.8,24.3,18.7,19.8,N/A,N/A,20.7
17/10/2022,21.8,21.2,21.8,22.9,N/A,N/A,15.1
18/10/2022,29.1,22.7,22.9,27.7,N/A,N/A,20.5
19/10/2022,30.7,21.5,28.8,34.5,N/A,9.4,20.4
20/10/2022,31.8,28.6,29.4,31.2,N/A,15.5,24.8
21/10/2022,49.9,48.3,43.5,42.7,N/A,32.3,38.8
22/10/2022,42.7,31.2,31.0,25.7,N/A,21.0,42.4
23/10/2022,32.6,23.5,30.0,27.3,N/A,15.1,24.4
24/10/2022,30.9,27.9,26.3,28.9,N/A,14.5,25.3
25/10/2022,66.5,43.7,41.8,35.5,N/A,25.6,36.2
26/10/2022,72.7,62.3,61.3,51.4,N/A,40.5,47.8
27/10/2022,60.1,58.3,65.2,59.4,N/A,43.8,75.8
28/10/2022,46.1,45.2,46.8,43.5,40.4,33.7,57.3
29/10/2022,44.2,34.1,38.9,30.0,27.7,23.9,37.5
30/10/2022,36.7,40.5,38.7,37.1,29.3,20.6,29.0
31/10/2022,36.2,56.1,43.3,44.8,39.0,23.0,23.5
01/11/2022,41.2,45.7,40.7,41.3,42.1,28.0,28.1
02/11/2022,45.0,45.2,40.2,42.7,45.6,32.3,38.5
03/11/2022,42.3,41.0,44.6,44.0,35.9,21.1,34.4
04/11/2022,40.6,33.8,35.9,41.5,28.1,19.0,26.5
05/11/2022,45.7,27.2,37.8,36.9,24.3,20.0,31.5
06/11/2022,39.0,24.4,38.4,38.3,26.3,22.4,26.3
07/11/2022,31.4,20.4,30.3,28.8,17.4,11.4,25.4
08/11/2022,40.6,26.5,29.5,24.7,17.6,13.8,23.8
09/11/2022,53.0,31.1,32.3,31.5,20.2,17.6,32.6
10/11/2022,56.5,33.5,30.6,27.0,20.2,14.7,26.3
11/11/2022,68.0,45.1,43.9,35.8,31.2,22.6,30.5
12/11/2022,63.1,42.4,42.4,34.2,30.1,25.8,33.2
13/11/2022,55.0,35.1,39.1,33.0,26.6,24.3,25.7
14/11/2022,55.4,39.5,40.0,40.0,49.0,21.5,28.8
15/11/2022,47.0,30.7,35.1,45.1,23.8,20.1,27.4
16/11/2022,45.5,29.0,39.0,32.8,23.6,15.5,24.1
17/11/2022,42.3,23.8,36.9,39.8,26.9,10.2,20.8
18/11/2022,38.6,23.4,28.7,26.8,13.6,9.2,23.0
19/11/2022,31.9,24.2,30.3,32.0,12.0,18.9,22.8
20/11/2022,35.8,24.8,30.7,24.7,17.1,20.7,25.8
21/11/2022,42.6,46.2,46.2,32.8,33.6,23.9,32.1
22/11/2022,46.4,41.3,50.1,44.8,41.4,25.4,29.7
23/11/2022,36.3,42.3,39.1,33.3,26.8,15.4,25.2
24/11/2022,35.0,N/A,30.8,36.9,17.4,7.3,17.8
25/11/2022,19.8,10.1,20.5,21.3,11.9,2.5,9.9
26/11/2022,34.7,21.5,19.4,19.9,19.4,5.6,15.5
27/11/2022,28.2,19.9,20.1,14.3,9.5,6.9,17.6
28/11/2022,39.5,36.4,33.0,29.3,24.1,19.1,26.3
29/11/2022,57.2,49.5,46.7,38.1,33.8,29.7,41.6
30/11/2022,48.9,42.3,43.2,43.6,40.0,23.8,33.1
01/12/2022,42.0,29.8,32.1,54.8,28.3,11.6,26.6
02/12/2022,36.2,32.4,26.0,38.1,21.1,8.6,17.7
03/12/2022,42.4,25.5,30.8,29.1,17.4,15.7,33.1
04/12/2022,38.9,26.8,31.6,32.7,27.0,13.7,24.3
05/12/2022,49.2,31.7,33.4,52.0,96.7,11.6,28.0
06/12/2022,49.6,27.3,32.3,57.0,76.0,10.9,29.5
07/12/2022,43.4,34.0,36.6,39.2,34.6,15.7,32.8
08/12/2022,49.4,31.5,30.2,28.2,17.0,10.8,20.9
09/12/2022,67.4,39.9,38.9,31.0,22.2,16.5,25.7
10/12/2022,68.8,36.4,39.4,43.7,35.6,21.4,33.8
11/12/2022,48.9,32.3,39.2,42.1,25.7,20.4,31.5
12/12/2022,36.5,42.0,43.0,36.0,30.6,23.3,30.1
13/12/2022,52.1,47.9,51.7,48.4,47.5,30.2,N/A
14/12/2022,43.0,20.6,26.3,25.0,18.7,9.8,22.4
15/12/2022,43.5,34.3,38.6,31.4,21.2,14.3,32.0
16/12/2022,70.4,37.9,59.8,49.4,29.5,20.8,33.1
17/12/2022,63.3,41.3,53.9,43.1,30.5,23.9,41.6
18/12/2022,44.5,28.8,40.2,36.5,20.7,12.0,34.5
19/12/2022,62.5,39.9,49.4,43.4,24.9,11.6,35.2
20/12/2022,47.3,39.7,40.3,39.1,21.7,15.2,32.4
21/12/2022,31.7,34.4,23.3,19.8,14.6,11.3,24.0
22/12/2022,47.2,49.1,46.2,35.5,29.3,23.0,42.6
23/12/2022,82.3,68.2,58.9,50.9,51.7,43.3,70.1
24/12/2022,56.0,46.5,48.6,49.5,37.3,24.2,43.2
25/12/2022,35.3,23.4,28.5,25.8,17.7,9.2,25.1
26/12/2022,22.6,21.3,20.8,22.9,14.4,11.3,18.1
27/12/2022,36.4,18.9,25.2,31.3,16.5,8.1,24.0
28/12/2022,41.3,18.3,25.6,39.5,15.2,5.2,28.3
29/12/2022,54.8,27.3,26.9,38.5,15.6,11.1,29.4
30/12/2022,66.7,35.7,31.9,23.0,20.3,16.6,28.1
31/12/2022,75.5,35.8,34.1,23.9,24.7,20.3,27.7
01/01/2023,70.0,33.0,35.9,40.3,27.6,22.4,31.5
02/01/2023,66.1,31.9,31.3,24.5,26.3,22.0,42.4
03/01/2023,67.8,37.9,N/A,22.6,24.9,20.9,29.2
04/01/2023,48.5,31.5,N/A,38.3,27.5,15.4,25.2
05/01/2023,56.8,25.3,N/A,32.2,23.7,13.0,22.5
06/01/2023,41.6,27.1,N/A,34.1,26.9,N/A,26.4
07/01/2023,34.3,21.3,N/A,28.7,17.5,N/A,20.0
08/01/2023,46.4,24.1,N/A,28.7,20.2,14.6,23.0
09/01/2023,64.8,34.6,N/A,27.3,24.8,18.7,26.4
10/01/2023,39.0,35.5,N/A,48.9,31.6,14.9,23.3
11/01/2023,26.2,25.2,N/A,32.6,22.7,10.0,23.7
12/01/2023,23.8,19.7,N/A,27.8,22.7,11.6,12.2
13/01/2023,22.0,26.4,N/A,N/A,13.8,11.7,20.0
14/01/2023,11.7,24.0,N/A,19.1,8.4,6.7,19.1
15/01/2023,15.2,15.7,N/A,15.3,10.1,6.4,13.5
16/01/2023,21.3,23.7,N/A,13.3,9.0,3.7,13.1
17/01/2023,28.6,35.7,N/A,30.1,12.2,6.6,15.1
18/01/2023,35.0,29.0,N/A,30.6,17.5,5.4,26.5
19/01/2023,56.4,35.9,N/A,31.0,20.7,6.4,22.4
20/01/2023,54.9,38.2,N/A,29.6,N/A,13.0,29.0
21/01/2023,61.4,38.8,N/A,30.8,N/A,17.3,30.5
22/01/2023,54.1,28.2,N/A,34.8,25.3,20.7,28.6
23/01/2023,64.6,40.9,N/A,37.8,N/A,N/A,32.3
24/01/2023,68.3,40.5,N/A,43.8,N/A,N/A,38.9
25/01/2023,56.1,35.7,N/A,56.2,N/A,N/A,36.1
26/01/2023,64.1,46.3,N/A,62.7,N/A,27.8,34.5
27/01/2023,56.0,56.7,N/A,43.2,44.5,35.0,46.5
28/01/2023,53.4,86.0,61.2,57.4,N/A,65.5,49.9
29/01/2023,23.7,16.3,24.4,32.5,17.5,6.6,14.9
30/01/2023,23.5,N/A,22.1,23.7,N/A,4.8,N/A
31/01/2023,26.0,N/A,21.5,19.6,N/A,10.1,N/A
01/02/2023,N/A,16.2,N/A,15.9,N/A,5.0,10.3
02/02/2023,N/A,25.8,N/A,15.5,16.5,7.9,15.4
03/02/2023,N/A,19.7,27.4,26.2,12.7,5.6,13.5
04/02/2023,25.8,18.9,23.5,19.0,14.8,4.8,7.9
05/02/2023,25.6,13.7,21.6,14.7,N/A,3.9,12.2
06/02/2023,16.2,10.9,8.7,11.5,11.4,3.5,13.4
07/02/2023,22.9,19.2,17.6,N/A,N/A,6.0,12.5
08/02/2023,32.5,21.4,23.0,N/A,N/A,6.0,15.3
09/02/2023,45.0,21.3,23.1,20.5,N/A,8.2,21.4
10/02/2023,76.6,32.7,24.9,18.2,11.1,10.4,18.7
11/02/2023,40.1,31.1,23.4,20.1,20.5,17.3,22.2
12/02/2023,41.1,32.8,31.3,28.6,22.9,16.3,21.7
13/02/2023,63.2,28.9,29.0,28.7,18.5,14.3,21.1
14/02/2023,63.2,30.2,32.1,24.8,15.9,17.1,16.7
15/02/2023,38.8,23.3,26.4,26.9,21.4,11.5,18.2
16/02/2023,57.9,34.3,29.2,25.8,13.3,11.7,23.8
17/02/2023,47.5,26.5,25.1,34.4,13.3,9.0,16.2
18/02/2023,33.0,22.8,24.4,27.4,12.8,9.4,16.7
19/02/2023,30.0,27.6,25.1,24.1,11.8,11.9,17.5
20/02/2023,28.4,25.7,18.5,25.2,15.6,7.8,14.4
21/02/2023,30.3,26.6,21.9,21.6,19.2,10.4,24.2
22/02/2023,39.5,29.3,27.3,40.8,14.4,12.1,23.2
23/02/2023,39.9,29.0,26.6,30.1,16.8,13.0,23.0
24/02/2023,34.7,32.5,29.4,36.4,18.8,14.2,26.9
25/02/2023,30.5,28.5,31.8,36.8,17.1,15.3,25.3
26/02/2023,38.8,42.6,39.4,36.0,27.4,20.9,27.1
27/02/2023,55.2,51.2,53.2,47.4,41.8,36.4,35.2
28/02/2023,82.0,81.8,77.3,65.2,57.9,47.4,67.9
01/03/2023,79.5,67.2,75.1,78.3,47.8,43.6,60.7
02/03/2023,76.2,65.0,74.3,64.3,48.2,47.4,64.0
03/03/2023,82.3,70.0,77.9,71.9,72.0,50.3,59.5
04/03/2023,54.2,37.2,51.4,53.0,38.3,29.8,39.5
05/03/2023,45.5,35.9,36.3,34.0,33.0,28.0,34.9
06/03/2023,33.7,26.9,31.6,N/A,34.6,13.5,21.5
07/03/2023,26.6,20.3,25.0,N/A,N/A,7.7,12.8
08/03/2023,25.9,20.0,17.9,21.0,N/A,8.3,12.1
09/03/2023,30.3,21.2,20.1,21.2,14.2,12.3,16.2
10/03/2023,43.9,25.0,25.0,23.3,15.6,19.4,17.2
11/03/2023,47.3,34.9,36.1,25.8,25.2,N/A,30.7
12/03/2023,37.5,30.5,29.8,26.1,29.1,16.8,22.9
13/03/2023,40.2,24.3,22.3,25.3,23.5,10.8,18.5
14/03/2023,37.5,27.0,20.5,22.0,N/A,6.9,20.4
15/03/2023,37.7,19.0,18.1,22.0,N/A,6.2,14.7
16/03/2023,30.7,26.0,26.5,27.9,22.1,10.6,22.7
17/03/2023,37.7,27.1,25.4,26.1,29.5,17.3,18.7
18/03/2023,22.3,9.9,13.4,11.3,N/A,5.3,11.3
19/03/2023,20.7,14.8,8.9,11.6,N/A,5.1,13.3
20/03/2023,34.9,15.8,17.4,17.1,7.7,4.4,13.7
21/03/2023,34.6,24.6,26.8,18.9,17.2,9.1,20.5
22/03/2023,41.7,29.1,40.5,N/A,19.6,12.6,25.8
23/03/2023,38.2,32.7,32.4,29.1,17.4,16.2,24.9
24/03/2023,43.1,38.5,45.2,24.2,22.3,18.8,26.6
25/03/2023,36.5,36.5,31.8,24.8,22.3,18.1,33.4
26/03/2023,23.4,23.8,26.4,24.4,23.8,15.3,19.9
27/03/2023,35.8,26.8,35.5,24.4,20.1,19.2,24.7
28/03/2023,34.9,28.6,25.4,26.9,25.4,19.2,28.3
29/03/2023,24.5,27.2,24.6,25.1,53.6,12.5,24.1
30/03/2023,24.9,19.0,19.9,17.2,12.9,10.5,17.0
31/03/2023,28.5,22.3,21.7,20.2,14.9,8.2,15.1
01/04/2023,25.2,17.4,17.0,19.0,17.7,10.7,17.8
02/04/2023,29.1,19.5,22.5,21.6,16.3,17.0,18.6
03/04/2023,34.8,31.5,29.9,23.7,18.2,18.8,30.2
04/04/2023,48.7,43.5,43.7,40.4,33.1,32.7,38.8
05/04/2023,41.1,35.0,31.4,40.4,36.8,15.8,28.4
06/04/2023,27.9,20.2,23.3,27.8,21.6,10.6,17.7
07/04/2023,28.0,20.2,22.3,20.4,13.4,11.8,15.0
08/04/2023,19.9,18.2,16.2,13.5,10.9,N/A,16.6
09/04/2023,34.1,34.4,30.1,23.8,23.1,20.5,32.9
10/04/2023,48.0,50.7,44.7,41.1,35.0,32.6,38.1
11/04/2023,29.6,25.2,29.2,29.0,30.0,18.9,19.2
12/04/2023,22.4,12.3,17.8,16.7,13.8,N/A,17.5
13/04/2023,20.8,17.7,16.0,15.3,18.1,N/A,19.9
14/04/2023,28.5,20.6,26.1,23.0,16.3,12.1,21.6
15/04/2023,34.4,22.9,31.8,22.5,19.3,14.8,21.8
16/04/2023,39.0,27.8,32.8,27.3,19.3,16.6,25.6
17/04/2023,34.9,26.3,31.5,31.4,22.3,15.6,N/A
18/04/2023,43.4,35.6,35.3,38.2,29.7,25.2,N/A
19/04/2023,50.6,48.7,43.6,39.2,39.4,28.2,56.1
20/04/2023,28.6,24.6,27.3,23.9,29.8,10.9,17.6
21/04/2023,22.7,20.2,23.8,20.1,14.1,10.6,N/A
22/04/2023,27.5,23.9,21.8,20.7,17.7,10.7,N/A
23/04/2023,22.6,18.9,19.9,18.6,17.0,9.9,N/A
24/04/2023,25.4,22.6,20.4,22.1,N/A,10.6,N/A
25/04/2023,31.0,22.6,23.2,22.6,N/A,13.2,N/A
26/04/2023,32.3,20.1,22.3,22.1,N/A,16.3,N/A
27/04/2023,33.6,19.9,17.9,22.8,15.1,15.8,N/A
28/04/2023,24.0,17.7,18.4,19.0,14.4,9.9,N/A
29/04/2023,15.2,N/A,16.6,16.4,7.7,6.2,N/A
30/04/2023,19.6,N/A,15.8,16.6,15.1,12.3,N/A
01/05/2023,22.0,N/A,22.6,23.0,21.0,14.7,N/A
02/05/2023,25.0,N/A,22.8,21.0,17.4,12.7,N/A
03/05/2023,23.0,26.1,23.1,17.9,15.8,13.3,N/A
04/05/2023,32.6,29.4,27.5,24.3,16.2,12.8,N/A
05/05/2023,54.5,38.8,38.6,35.3,30.2,36.2,N/A
06/05/2023,40.3,31.9,32.0,33.3,38.1,22.7,N/A
07/05/2023,33.3,16.9,16.7,21.2,18.9,11.9,N/A
08/05/2023,26.2,21.7,16.5,21.5,18.5,12.3,N/A
09/05/2023,32.4,23.2,19.7,24.8,19.0,12.5,N/A
10/05/2023,32.6,24.1,23.3,25.4,19.4,13.4,N/A
11/05/2023,29.3,28.5,24.3,22.5,17.0,12.3,N/A
12/05/2023,31.6,32.8,29.5,27.9,36.5,18.1,N/A
13/05/2023,33.5,33.7,31.5,37.3,34.0,20.7,N/A
14/05/2023,38.2,32.1,32.9,32.7,34.0,22.9,N/A
15/05/2023,31.9,34.1,31.4,28.2,31.3,17.0,N/A
16/05/2023,35.7,35.1,29.1,26.2,25.3,19.7,N/A
17/05/2023,35.4,38.5,29.1,30.6,38.6,16.9,N/A
18/05/2023,39.7,33.7,34.9,33.9,45.7,23.7,N/A
19/05/2023,38.0,34.8,32.4,37.1,33.2,23.6,N/A
20/05/2023,32.8,27.2,30.2,33.4,30.5,22.1,N/A
21/05/2023,27.4,23.4,20.4,26.5,21.8,18.0,N/A
22/05/2023,50.2,51.5,51.4,60.7,59.3,30.3,N/A
23/05/2023,44.2,43.3,43.8,46.4,115.5,29.3,N/A
24/05/2023,51.4,40.1,38.0,36.0,34.0,33.4,N/A
25/05/2023,41.0,40.7,38.8,44.5,38.3,32.0,N/A
26/05/2023,39.9,34.1,28.9,31.9,30.6,27.9,N/A
27/05/2023,45.6,40.7,39.2,34.3,37.7,41.5,N/A
28/05/2023,144.7,225.2,220.4,168.7,228.0,134.3,N/A
29/05/2023,65.8,60.3,54.3,62.7,63.1,57.2,N/A
30/05/2023,45.4,34.0,38.9,36.4,33.4,38.1,N/A
31/05/2023,31.4,24.4,22.7,28.8,27.7,18.1,N/A
01/06/2023,24.7,26.2,22.3,25.7,21.2,N/A,N/A
02/06/2023,32.7,35.7,32.8,N/A,27.0,35.4,N/A
03/06/2023,57.0,51.9,62.8,54.6,56.5,66.4,N/A
04/06/2023,21.8,26.0,25.2,29.1,32.8,19.9,N/A
05/06/2023,25.2,24.9,24.3,N/A,30.2,19.8,N/A
